agent,seed,phase,evaluation_episode,reward,steps,selected_regions,classification_loss,stopped
DQN,75,mid,1,0.16398991823196413,2,2,0.5221658945083618,True
DQN,75,mid,2,0.09000000000000001,1,1,0.2647147476673126,True
DQN,75,mid,3,0.09000000000000001,1,1,0.817229688167572,True
DQN,75,mid,4,0.2507051396369934,2,2,0.6679964065551758,True
DQN,75,mid,5,0.09000000000000001,1,1,0.6003136038780212,True
DQN,75,mid,6,-0.4293848156929016,10,2,0.8566957712173462,False
DQN,75,mid,7,0.09000000000000001,1,1,0.2597855031490326,True
DQN,75,mid,8,0.18784375667572023,2,2,0.8478195071220398,True
DQN,75,mid,9,-0.12307111978530884,6,3,0.813754141330719,True
DQN,75,mid,10,0.27004452228546144,2,2,0.6158886551856995,True
DQN,75,mid,11,0.32500620365142824,2,2,0.6012449860572815,True
DQN,75,mid,12,0.2606280517578125,3,3,0.9877170324325562,True
DQN,75,mid,13,0.12249027371406557,2,2,0.4075700342655182,True
DQN,75,mid,14,0.13380249023437502,2,2,0.5077266097068787,True
DQN,75,mid,15,0.09000000000000001,1,1,0.3606528341770172,True
DQN,75,mid,16,0.16928203582763673,2,2,0.19208654761314392,True
DQN,75,mid,17,0.2246226239204407,2,2,0.8666602969169617,True
DQN,75,mid,18,0.17542440414428712,3,3,0.47740840911865234,True
DQN,75,mid,19,0.1907274889945984,2,2,0.5530551671981812,True
DQN,75,mid,20,0.09000000000000001,1,1,0.5185731649398804,True
DQN,75,mid,21,0.12234999418258669,2,2,0.6478926539421082,True
DQN,75,mid,22,0.11662139177322389,2,2,0.8963256478309631,True
DQN,75,mid,23,0.09000000000000001,1,1,0.2230922281742096,True
DQN,75,mid,24,0.09000000000000001,1,1,0.10212498158216476,True
DQN,75,mid,25,0.18879396438598633,3,3,1.015588402748108,True
DQN,75,mid,26,0.09000000000000001,1,1,0.1577446013689041,True
DQN,75,mid,27,-0.03089913010597227,3,3,0.5235830545425415,True
DQN,75,mid,28,0.09000000000000001,1,1,0.3965632915496826,True
DQN,75,mid,29,0.1314369606971741,2,2,0.13578170537948608,True
DQN,75,mid,30,0.4449122416973114,2,2,0.47104611992836,True
DQN,75,mid,31,0.2168428373336792,3,3,0.7537222504615784,True
DQN,75,mid,32,0.1859210205078125,3,3,0.6362950205802917,True
DQN,75,mid,33,0.1413173842430115,2,2,0.5071836709976196,True
DQN,75,mid,34,0.07567425251007082,2,2,1.0834691524505615,True
DQN,75,mid,35,0.11850698471069337,2,2,1.1667282581329346,True
DQN,75,mid,36,0.09595407724380495,2,2,0.5821042060852051,True
DQN,75,mid,37,0.09000000000000001,1,1,0.33316770195961,True
DQN,75,mid,38,-0.5646247074007988,10,2,0.13878989219665527,False
DQN,75,mid,39,0.09000000000000001,1,1,0.2553374469280243,True
DQN,75,mid,40,0.06347920179367067,2,2,0.1820468157529831,True
DQN,75,mid,41,0.34295828819274904,2,2,1.2988992929458618,True
DQN,75,mid,42,0.24248226165771486,2,2,0.4143867492675781,True
DQN,75,mid,43,0.09000000000000001,1,1,0.7628111243247986,True
DQN,75,mid,44,0.07985064566135408,2,2,0.1857675462961197,True
DQN,75,mid,45,0.13432611703872682,2,2,0.8803495168685913,True
DQN,75,mid,46,0.08295601785182954,2,2,0.18845602869987488,True
