seed,epoch,train_loss,validation_loss
65,1,1.2017264240512662,1.1215256085229475
65,2,1.1293445387307335,1.103404774222263
65,3,1.1043879697525423,1.0808316753354184
65,4,1.0841054096331004,1.0756115455960118
65,5,1.0711818723117603,1.077263847339985
