seed,epoch,train_loss,validation_loss
45,1,1.207414975450709,1.1177528597587763
45,2,1.1277728513175367,1.0968307596306468
45,3,1.1024158714838277,1.1002313737259355
45,4,1.0879323725022523,1.0756263774494792
45,5,1.0691287329578711,1.076235105825025
