seed,epoch,train_loss,validation_loss
35,1,1.2067949819603776,1.1123441790425501
35,2,1.1351743710586448,1.0813300942265711
35,3,1.1050814201239667,1.0891656508279401
35,4,1.0855030919017354,1.0908296427061392
35,5,1.072701363099946,1.077443815247957
