seed,epoch,train_loss,validation_loss
55,1,1.2014135592708401,1.1069048587666002
55,2,1.130140788414899,1.1052003086999405
55,3,1.1031701618355083,1.079546288002369
55,4,1.080970648846595,1.0751052602779034
55,5,1.0697670316968868,1.0913962125778198
