agent,seed,phase,evaluation_episode,reward,steps,selected_regions,classification_loss,stopped
DiscreteSAC,15,final,1,-0.3600784599781036,10,3,0.3506515324115753,True
DiscreteSAC,15,final,2,0.0725669503211975,10,3,0.6664178967475891,True
DiscreteSAC,15,final,3,-0.36916724443435667,10,3,0.27864375710487366,True
DiscreteSAC,15,final,4,-0.05496854782104492,10,6,0.7238221764564514,True
DiscreteSAC,15,final,5,-0.08201051354408263,10,3,0.4145928919315338,True
DiscreteSAC,15,final,6,-0.339561915397644,10,3,0.3988739550113678,True
DiscreteSAC,15,final,7,-0.5699459254741669,10,2,0.5817838311195374,True
DiscreteSAC,15,final,8,-0.41008997857570645,10,2,0.1879652589559555,True
DiscreteSAC,15,final,9,-0.3455148696899414,10,3,0.3123665452003479,True
DiscreteSAC,15,final,10,-0.2671916842460632,10,3,0.591109573841095,True
DiscreteSAC,15,final,11,-0.591527706384659,10,3,0.5611351132392883,True
DiscreteSAC,15,final,12,-0.41199645996093753,10,3,0.3172910511493683,True
DiscreteSAC,15,final,13,-0.02375154495239258,10,4,0.676672637462616,True
DiscreteSAC,15,final,14,-0.2619084775447845,10,3,0.2831781208515167,True
DiscreteSAC,15,final,15,-0.08712509870529174,10,3,0.6557491421699524,True
DiscreteSAC,15,final,16,-0.3510921478271484,10,4,0.13240225613117218,True
DiscreteSAC,15,final,17,-0.302995491027832,10,4,0.31061312556266785,True
DiscreteSAC,15,final,18,-0.5999420046806337,10,3,0.5869171023368835,True
DiscreteSAC,15,final,19,-0.31724596321582793,10,4,0.10390205681324005,True
DiscreteSAC,15,final,20,-0.32860193252563474,10,3,0.45288828015327454,True
DiscreteSAC,15,final,21,-0.4567366778850555,10,2,0.4315638244152069,True
DiscreteSAC,15,final,22,-0.3792689204216003,10,3,0.45042482018470764,True
DiscreteSAC,15,final,23,-0.17615561485290526,10,4,0.610214114189148,True
DiscreteSAC,15,final,24,-0.3100052714347839,10,2,0.6334308385848999,True
DiscreteSAC,15,final,25,-0.42487363815307616,10,4,0.32230710983276367,True
DiscreteSAC,15,final,26,-0.25630156993865966,10,4,0.766011118888855,True
DiscreteSAC,15,final,27,-0.23492305278778075,10,4,0.6163262724876404,True
DiscreteSAC,15,final,28,-0.38190578520298,10,3,0.23914042115211487,True
