seed,epoch,train_loss,validation_loss
75,1,1.2023303144507937,1.1140532770822213
75,2,1.1332588831778445,1.0947816510533177
75,3,1.1025243422953912,1.091403882517371
75,4,1.0831370554328743,1.072679223016251
75,5,1.0692972441514332,1.06829498742902
