seed,epoch,train_loss,validation_loss
5,1,1.2009303538627873,1.127620520286782
5,2,1.1301050658514298,1.0881975099097851
5,3,1.1009458478759317,1.0796492837889249
5,4,1.0843356621810814,1.0708607556514962
5,5,1.0746277730449352,1.0742065345132075
