agent,seed,phase,local_episode,cumulative_episode,reward,steps,selected_regions,classification_loss,optimization_loss
PPO,5,early,1,1,0.21265740871429445,2.0,2.0,0.7890552878379822,-0.10824626125395298
PPO,5,early,2,2,-0.012694580554962143,2.0,2.0,0.730019748210907,-0.10349824698641896
PPO,5,early,3,3,-0.1598525619506836,6.0,4.0,0.6395281553268433,-0.09222086938098073
PPO,5,early,4,1,0.21265740871429445,2.0,2.0,0.7890552878379822,-0.15186752565205097
PPO,5,early,5,2,-0.012694580554962143,2.0,2.0,0.730019748210907,-0.1397842215374112
PPO,5,early,6,3,-0.1598525619506836,6.0,4.0,0.6395281553268433,-0.0984731747303158
PPO,5,early,7,4,0.09000000000000001,1.0,1.0,0.7235795855522156,-0.015375363640487194
PPO,5,early,8,5,-0.06529678225517273,2.0,2.0,0.5321015119552612,-0.12640163348987699
PPO,5,early,9,6,0.09000000000000001,1.0,1.0,0.9379099011421204,-0.011816182639449835
PPO,5,early,10,7,0.09000000000000001,1.0,1.0,0.7775662541389465,-0.01282637007534504
PPO,5,early,11,8,0.06570758104324342,2.0,2.0,0.9252694845199585,-0.1272292600478977
PPO,5,early,12,9,-0.15424669325351714,4.0,3.0,0.34868553280830383,-0.06598692340776324
PPO,5,early,13,10,0.10739733695983888,3.0,2.0,0.4090546667575836,-0.05142540670931339
PPO,5,early,14,11,0.1994725036621094,2.0,2.0,0.46347618103027344,-0.09941905620507896
PPO,5,early,15,12,0.0523805046081543,6.0,4.0,0.5931908488273621,-0.057763585820794106
PPO,5,early,16,13,0.31483175039291383,2.0,2.0,0.8536052107810974,-0.11533528659492731
PPO,5,early,17,14,0.09000000000000001,1.0,1.0,0.6794293522834778,-0.01152613596059382
PPO,5,early,18,15,-0.17036054372787474,4.0,2.0,0.38499215245246887,-0.04269176512025297
PPO,5,early,19,16,0.08946104526519777,2.0,2.0,0.47453805804252625,-0.01586463674902916
PPO,5,early,20,17,0.09000000000000001,1.0,1.0,0.795695424079895,-0.013178373919799924
PPO,5,early,21,18,-0.4864818274974823,10.0,4.0,0.4309123158454895,0.040384546387940645
PPO,5,early,22,19,-0.37003175616264344,10.0,4.0,0.3227021396160126,-0.026178996777161956
PPO,5,early,23,20,-0.28049132823944095,10.0,6.0,0.3226148188114166,-0.03239153069444001
PPO,5,early,24,21,-0.523722243309021,10.0,4.0,0.8048089742660522,-0.004563019378110766
PPO,5,early,25,22,0.09000000000000001,1.0,1.0,0.698097288608551,0.024115952663123608
PPO,5,early,26,23,0.041597462892532355,3.0,3.0,0.17473028600215912,-0.0989565106574446
PPO,5,early,27,24,0.16831554651260378,2.0,2.0,0.6745687127113342,-0.11662411945872009
PPO,5,early,28,25,-0.41672113537788386,10.0,5.0,0.5736165046691895,0.008308290736749768
PPO,5,early,29,26,-0.39301151037216187,10.0,3.0,0.34923404455184937,0.015951937763020396
PPO,5,early,30,27,0.05074468970298768,3.0,3.0,0.19618956744670868,-0.06106216460466385
PPO,5,early,31,28,0.09000000000000001,1.0,1.0,0.17198631167411804,0.014156682416796684
PPO,5,early,32,29,0.09000000000000001,1.0,1.0,1.294201135635376,-0.005931664491072297
PPO,5,early,33,30,-0.018774264454841608,4.0,2.0,0.18610212206840515,-0.08095021522603929
PPO,5,early,34,31,0.05657698392868043,2.0,2.0,0.8212137222290039,-0.14672323036938906
PPO,5,early,35,32,0.09000000000000001,1.0,1.0,0.09998764097690582,-0.009439995046705008
PPO,5,early,36,33,0.1739571762084961,3.0,3.0,0.8585788607597351,-0.07230473356321454
PPO,5,early,37,34,0.09000000000000001,1.0,1.0,0.9653553366661072,-0.009259979473426938
PPO,5,early,38,35,0.09000000000000001,1.0,1.0,0.9468966722488403,-0.011654973262920976
PPO,5,early,39,36,0.14795626878738405,2.0,2.0,0.6669971346855164,-0.12795999692752957
PPO,5,early,40,37,0.020227560997009272,4.0,3.0,0.5479092597961426,-0.029245231300592422
PPO,5,early,41,38,0.06272319138050081,2.0,2.0,0.11249222606420517,-0.12914620665833354
PPO,5,early,42,39,0.1403347718715668,2.0,2.0,0.28244727849960327,-0.08975289668887854
PPO,5,early,43,40,0.09000000000000001,1.0,1.0,0.8189572691917419,-0.014268666040152311
PPO,5,early,44,41,0.01057250261306765,4.0,3.0,0.24802246689796448,-0.04448308306746185
PPO,5,early,45,42,0.0012775087356567405,6.0,4.0,0.40600675344467163,-0.06907139555551112
PPO,5,early,46,43,0.07534747004508974,2.0,2.0,0.30366986989974976,-0.1361365921329707
PPO,5,early,47,44,0.2167064118385315,2.0,2.0,0.9205490946769714,0.01267903030384332
PPO,5,early,48,45,0.09000000000000001,1.0,1.0,0.5162116289138794,-0.009517270606011152
PPO,5,early,49,46,0.1686814594268799,2.0,2.0,0.7215413451194763,-0.11289038020186126
PPO,5,early,50,47,0.09000000000000001,1.0,1.0,0.6981720328330994,-0.013357800664380193
PPO,5,early,51,48,0.20471388339996338,6.0,4.0,0.7657999992370605,-0.06284224078990519
PPO,5,early,52,49,0.16459728956222536,2.0,2.0,0.7541147470474243,-0.11949859652668238
PPO,5,early,53,50,0.00031549692153930164,4.0,3.0,0.5517338514328003,-0.019355051685124636
PPO,5,early,54,51,-0.06760938048362732,3.0,2.0,0.5500348806381226,-0.042361853178590536
PPO,5,early,55,52,0.09000000000000001,1.0,1.0,0.7987006306648254,-0.012422718573361635
PPO,5,early,56,53,0.09000000000000001,1.0,1.0,0.11307142674922943,-0.013241284526884556
PPO,5,early,57,54,0.03159846544265748,2.0,2.0,0.639410138130188,-0.10168103687465191
PPO,5,early,58,55,0.09000000000000001,1.0,1.0,0.1532341092824936,-0.011536350240930915
PPO,5,early,59,56,0.09409766077995302,2.0,2.0,0.41554293036460876,-0.11002450925298035
PPO,5,early,60,57,0.09000000000000001,1.0,1.0,0.6116059422492981,-0.009531689574941993
PPO,5,early,61,58,0.09000000000000001,1.0,1.0,0.894890308380127,-0.008693767013028264
PPO,5,early,62,59,0.09000000000000001,1.0,1.0,0.5577111840248108,-0.007835678406991065
