agent,seed,phase,evaluation_episode,reward,steps,selected_regions,classification_loss,stopped
DQN,125,final,1,0.0956160667538643,2,2,0.08231835067272186,True
DQN,125,final,2,0.10811556339263917,4,3,0.5265635251998901,True
DQN,125,final,3,0.11545351326465608,2,2,0.22168348729610443,True
DQN,125,final,4,0.174505250453949,2,2,0.6230046153068542,True
DQN,125,final,5,0.10394556999206545,2,2,0.42849189043045044,True
DQN,125,final,6,0.14210826873779298,3,3,0.5709625482559204,True
DQN,125,final,7,0.030079133510589613,3,3,0.8701637983322144,True
DQN,125,final,8,0.09488934993743897,3,3,0.6669333577156067,True
DQN,125,final,9,0.09000000000000001,1,1,0.08149103075265884,True
DQN,125,final,10,0.26807154893875124,2,2,0.9724765419960022,True
DQN,125,final,11,0.15882198691368105,2,2,0.28783702850341797,True
DQN,125,final,12,0.16335029125213624,3,3,0.8613920211791992,True
DQN,125,final,13,0.14284964084625246,2,2,0.69267737865448,True
DQN,125,final,14,0.033379809856414804,2,2,0.33272626996040344,True
DQN,125,final,15,0.18192906856536867,2,2,0.5036264657974243,True
DQN,125,final,16,0.09000000000000001,1,1,0.17885741591453552,True
DQN,125,final,17,0.1751598882675171,2,2,0.9499083757400513,True
DQN,125,final,18,0.26143056869506837,3,3,0.9127160310745239,True
DQN,125,final,19,0.17252512454986574,2,2,0.43849557638168335,True
DQN,125,final,20,0.016398496627807638,3,3,0.7259826064109802,True
DQN,125,final,21,0.010665969848632828,2,2,0.6455072164535522,True
DQN,125,final,22,-0.024883611202239975,2,2,0.6332998871803284,True
DQN,125,final,23,0.09000000000000001,1,1,0.09398267418146133,True
DQN,125,final,24,0.1189598309993744,2,2,0.22751930356025696,True
DQN,125,final,25,0.2544690537452698,2,2,0.6309956908226013,True
DQN,125,final,26,0.09000000000000001,1,1,0.7149558663368225,True
DQN,125,final,27,0.14475841999053957,2,2,0.5041131973266602,True
DQN,125,final,28,0.3612154793739319,3,3,0.7071567177772522,True
DQN,125,final,29,0.1603547501564026,2,2,0.5555729269981384,True
DQN,125,final,30,0.025830523967742935,2,2,0.5966378450393677,True
DQN,125,final,31,0.19985193729400635,3,3,0.7531699538230896,True
DQN,125,final,32,0.10651803731918336,3,3,0.570386528968811,True
DQN,125,final,33,0.18086660623550416,3,3,0.7030324339866638,True
DQN,125,final,34,-0.6139987111091615,10,3,0.5329544544219971,False
DQN,125,final,35,0.1081350612640381,2,2,0.6035526394844055,True
DQN,125,final,36,0.056829946041107186,2,2,0.6902429461479187,True
DQN,125,final,37,0.27609066843986513,2,2,0.451877623796463,True
DQN,125,final,38,0.32098443031311036,3,3,0.567992627620697,True
DQN,125,final,39,0.09000000000000001,1,1,0.4171755015850067,True
DQN,125,final,40,0.06636738210916521,2,2,0.12447036802768707,True
DQN,125,final,41,0.09000000000000001,1,1,0.5855368971824646,True
DQN,125,final,42,0.015731446146965034,3,3,0.2823563814163208,True
DQN,125,final,43,0.27156914949417116,2,2,0.5974970459938049,True
DQN,125,final,44,0.23613660216331483,2,2,0.3894406259059906,True
DQN,125,final,45,0.31603480100631715,3,3,0.8383933901786804,True
DQN,125,final,46,0.17283775091171266,2,2,0.9709764122962952,True
DQN,125,final,47,0.07307534098625185,2,2,0.3517586886882782,True
DQN,125,final,48,-0.4322504997253418,10,3,0.726496696472168,False
DQN,125,final,49,0.3169392216205597,2,2,0.4117172062397003,True
DQN,125,final,50,0.16105509519577027,3,3,0.7361437082290649,True
DQN,125,final,51,0.09000000000000001,1,1,0.11581508070230484,True
DQN,125,final,52,0.056462841033935555,2,2,0.5304843783378601,True
DQN,125,final,53,0.1868626642227173,2,2,0.4352579712867737,True
DQN,125,final,54,0.026659326553344742,2,2,0.6266573667526245,True
DQN,125,final,55,0.09000000000000001,1,1,0.16788718104362488,True
DQN,125,final,56,0.09882183551788332,2,2,0.6849531531333923,True
DQN,125,final,57,0.09000000000000001,1,1,0.10580367594957352,True
DQN,125,final,58,0.09000000000000001,1,1,0.9038013219833374,True
DQN,125,final,59,0.12281926155090334,2,2,0.6839666962623596,True
DQN,125,final,60,0.032751845121383676,2,2,0.498446524143219,True
DQN,125,final,61,0.17320880472660066,2,2,0.17964951694011688,True
DQN,125,final,62,0.11591537475585939,2,2,0.7145960927009583,True
DQN,125,final,63,0.09000000000000001,1,1,0.4169318974018097,True
DQN,125,final,64,0.09000000000000001,1,1,0.16096043586730957,True
DQN,125,final,65,0.019606860280036942,2,2,0.2088739424943924,True
DQN,125,final,66,0.08495076417922975,3,2,0.8098340034484863,True
DQN,125,final,67,0.22509921312332154,3,3,0.6619830131530762,True
DQN,125,final,68,0.4583013224601746,2,2,0.7860237956047058,True
DQN,125,final,69,0.15501655817031862,2,2,0.5685842037200928,True
DQN,125,final,70,0.401122407913208,2,2,0.7937355041503906,True
DQN,125,final,71,0.11704229116439821,5,5,0.8385330438613892,True
DQN,125,final,72,-0.03179891228675841,2,2,0.4882497787475586,True
DQN,125,final,73,0.1606918889284134,2,2,0.1771203726530075,True
DQN,125,final,74,0.20163466215133669,2,2,0.6146854162216187,True
DQN,125,final,75,0.12155724287033083,3,3,0.6852807998657227,True
DQN,125,final,76,0.1314054447412491,2,2,0.11576615273952484,True
DQN,125,final,77,0.17170591831207277,2,2,0.25677618384361267,True
DQN,125,final,78,0.10073101699352266,2,2,0.22543199360370636,True
DQN,125,final,79,0.09000000000000001,1,1,0.4388086497783661,True
DQN,125,final,80,0.4195500087738037,3,3,1.0771229267120361,True
DQN,125,final,81,-0.47683913707733155,10,4,1.0246429443359375,False
DQN,125,final,82,0.247722225189209,2,2,0.32573580741882324,True
DQN,125,final,83,0.09000000000000001,1,1,0.359633207321167,True
DQN,125,final,84,-0.4368357539176941,10,2,0.6619672775268555,False
DQN,125,final,85,0.10567023038864137,2,2,0.45829397439956665,True
DQN,125,final,86,0.17409242868423463,2,2,0.9274654984474182,True
DQN,125,final,87,0.11789833188056947,2,2,0.3304585814476013,True
DQN,125,final,88,0.20040847539901735,2,2,0.8209494352340698,True
DQN,125,final,89,0.09000000000000001,1,1,0.4563840925693512,True
DQN,125,final,90,0.1424160170555115,2,2,0.9507759213447571,True
