agent,seed,phase,local_episode,cumulative_episode,reward,steps,selected_regions,classification_loss,optimization_loss
DiscreteSAC,5,early,1,1,-0.11771661281585695,9.0,5.0,0.8494293093681335,nan
DiscreteSAC,5,early,2,2,0.006315300464630122,4.0,3.0,0.6410098671913147,nan
DiscreteSAC,5,early,3,3,-0.7454810976982118,10.0,5.0,0.8851566910743713,nan
DiscreteSAC,5,early,4,4,-0.05427347183227539,6.0,3.0,0.667853057384491,nan
DiscreteSAC,5,early,5,5,0.03277366518974305,4.0,2.0,0.31403106451034546,nan
DiscreteSAC,5,early,6,6,0.2644858455657959,4.0,3.0,0.6834240555763245,nan
DiscreteSAC,5,early,7,7,0.11803318023681642,4.0,3.0,0.6695330739021301,nan
DiscreteSAC,5,early,8,8,-0.016123108863830546,3.0,3.0,0.9971001744270325,nan
DiscreteSAC,5,early,9,9,0.02951709926128388,5.0,4.0,0.1549217402935028,nan
DiscreteSAC,5,early,10,10,0.045849243402481095,4.0,3.0,0.4606027603149414,nan
DiscreteSAC,5,early,11,11,0.21691570401191712,3.0,3.0,0.4360329806804657,nan
DiscreteSAC,5,early,12,12,0.04482688188552857,2.0,2.0,0.7407444715499878,nan
DiscreteSAC,5,early,13,13,0.2429092025756836,4.0,3.0,0.8555277585983276,nan
DiscreteSAC,5,early,14,14,0.12622316360473634,2.0,2.0,0.6332061886787415,-0.2976462244987488
DiscreteSAC,5,early,15,15,-0.5467278003692627,10.0,5.0,0.4013594090938568,-0.46687214374542235
DiscreteSAC,5,early,16,16,-0.05697092413902281,5.0,4.0,0.5409700274467468,-0.500610762834549
DiscreteSAC,5,early,17,17,0.09000000000000001,1.0,1.0,0.795695424079895,-0.5024048686027527
DiscreteSAC,5,early,18,18,0.09000000000000001,1.0,1.0,0.3944304883480072,-0.5067901015281677
DiscreteSAC,5,early,19,19,-0.40721858739852906,10.0,4.0,0.3598889708518982,-0.5339882254600525
DiscreteSAC,5,early,20,20,0.12430646181106567,4.0,2.0,0.22781702876091003,-0.5512232780456543
DiscreteSAC,5,early,21,21,-0.2960769534111023,10.0,3.0,0.5271636843681335,-0.5625161170959473
DiscreteSAC,5,early,22,22,0.03861064672470093,4.0,3.0,0.6694866418838501,-0.5773339569568634
DiscreteSAC,5,early,23,23,0.09000000000000001,1.0,1.0,0.14632774889469147,-0.5838152170181274
DiscreteSAC,5,early,24,24,-0.39623225927352906,10.0,4.0,0.709116518497467,-0.5865865290164948
DiscreteSAC,5,early,25,25,-0.06340660989284518,9.0,3.0,0.1803019791841507,-0.5942006508509318
DiscreteSAC,5,early,26,26,0.02425570011138918,3.0,3.0,0.5019668340682983,-0.60370800892512
DiscreteSAC,5,early,27,27,-0.6402526885271074,10.0,5.0,0.4171869456768036,-0.6097644209861756
DiscreteSAC,5,early,28,28,-0.48703927397727964,10.0,6.0,0.3090255856513977,-0.6111187756061554
DiscreteSAC,5,early,29,29,-0.12207282781600956,10.0,4.0,0.9662739634513855,-0.6202251732349395
DiscreteSAC,5,early,30,30,-0.41314111053943636,10.0,5.0,0.22046896815299988,-0.6313981890678406
DiscreteSAC,5,early,31,31,0.09000000000000001,1.0,1.0,0.7977907061576843,-0.6502097845077515
DiscreteSAC,5,early,32,32,-0.4908220857381821,10.0,5.0,0.1908097267150879,-0.6314846932888031
DiscreteSAC,5,early,33,33,-0.3039359402656555,7.0,4.0,1.1464719772338867,-0.6285461102213178
DiscreteSAC,5,early,34,34,0.04349089622497559,4.0,3.0,0.9318644404411316,-0.6387970149517059
DiscreteSAC,5,early,35,35,-0.20797643661499024,10.0,6.0,0.8048731088638306,-0.642524778842926
DiscreteSAC,5,early,36,36,-0.39292546510696413,10.0,5.0,0.7278788685798645,-0.6508734166622162
DiscreteSAC,5,early,37,37,-0.35528125762939455,10.0,5.0,0.5134180784225464,-0.6634633123874665
DiscreteSAC,5,early,38,38,-0.7161306187510492,10.0,4.0,0.361346036195755,-0.670283830165863
DiscreteSAC,5,early,39,39,-0.331301486492157,10.0,6.0,0.324083536863327,-0.66199432015419
DiscreteSAC,5,early,40,40,0.3803379285335541,7.0,4.0,0.31861934065818787,-0.6816266349383763
DiscreteSAC,5,early,41,41,-0.43830574154853824,10.0,6.0,0.3369007110595703,-0.6855547964572907
DiscreteSAC,5,early,42,42,-0.32789649367332463,10.0,7.0,0.49518075585365295,-0.7023308634757995
DiscreteSAC,5,early,43,43,-0.44749217629432675,10.0,5.0,0.34650951623916626,-0.694795548915863
DiscreteSAC,5,early,44,44,-0.2594387173652649,10.0,5.0,0.9166942238807678,-0.7033932983875275
DiscreteSAC,5,early,45,45,-0.13681612968444823,6.0,3.0,0.5430277585983276,-0.6980035503705343
DiscreteSAC,5,early,46,46,-0.3128944277763367,10.0,5.0,0.7231172323226929,-0.7253404021263122
DiscreteSAC,5,early,47,47,-0.414275074005127,10.0,5.0,0.7124471068382263,-0.7268126845359802
DiscreteSAC,5,early,48,48,0.09000000000000001,1.0,1.0,1.030513882637024,-0.7202026844024658
DiscreteSAC,5,early,49,49,-0.3547219753265381,10.0,4.0,0.7434340119361877,-0.7307010948657989
DiscreteSAC,5,early,50,50,-0.381090259552002,10.0,6.0,0.5731396079063416,-0.7546970665454864
DiscreteSAC,5,early,51,51,0.08528006076812744,5.0,4.0,0.3771454393863678,-0.7454288721084594
DiscreteSAC,5,early,52,52,-0.4650936245918274,10.0,4.0,0.8137942552566528,-0.7625761389732361
DiscreteSAC,5,early,53,53,-0.5781457722187043,10.0,3.0,0.19121719896793365,-0.7647258162498474
DiscreteSAC,5,early,54,54,-0.26633101105690005,10.0,5.0,0.4573396146297455,-0.7715961039066315
DiscreteSAC,5,early,55,55,-0.4425580114126205,10.0,6.0,0.24579212069511414,-0.7807637035846711
DiscreteSAC,5,early,56,56,-0.5505661725997926,10.0,6.0,0.6302067637443542,-0.7824479937553406
DiscreteSAC,5,early,57,57,-0.38214514255523685,10.0,6.0,0.6437510848045349,-0.788724958896637
DiscreteSAC,5,early,58,58,-0.6373014450073242,10.0,3.0,1.0321917533874512,-0.794956636428833
DiscreteSAC,5,early,59,59,0.06257070779800417,2.0,2.0,0.5751404762268066,-0.8019162118434906
DiscreteSAC,5,early,60,60,-0.3296547889709473,10.0,6.0,0.7627431750297546,-0.8065568923950195
DiscreteSAC,5,early,61,61,-0.36175212860107425,10.0,6.0,0.69526606798172,-0.80632084608078
DiscreteSAC,5,early,62,62,-0.4002973556518555,10.0,4.0,0.768084704875946,-0.8179886341094971
DiscreteSAC,5,early,63,63,-0.5837547898292542,10.0,4.0,0.901817798614502,-0.8299098193645478
DiscreteSAC,5,early,64,64,-0.19096974134445194,10.0,6.0,0.8986830115318298,-0.8207648992538452
DiscreteSAC,5,early,65,65,-0.35035578012466434,10.0,6.0,0.5057377219200134,-0.8218723833560944
DiscreteSAC,5,early,66,66,-0.3124843299388886,10.0,6.0,0.3371569514274597,-0.8323961019515991
DiscreteSAC,5,early,67,67,-0.6487024098634719,10.0,4.0,0.36616653203964233,-0.8293677628040313
DiscreteSAC,5,early,68,68,-0.3366865634918213,10.0,4.0,0.7716746926307678,-0.8532064139842988
DiscreteSAC,5,early,69,69,-0.49044051170349123,10.0,5.0,1.1571539640426636,-0.8360250473022461
DiscreteSAC,5,early,70,70,0.02247865200042721,10.0,7.0,0.7084503173828125,-0.8652753055095672
DiscreteSAC,5,early,71,71,0.09000000000000001,1.0,1.0,1.0276535749435425,-0.8714690208435059
DiscreteSAC,5,early,72,72,-0.3552402973175049,10.0,4.0,0.8239423036575317,-0.8587031304836273
DiscreteSAC,5,early,73,73,-0.46321762800216676,10.0,4.0,0.2898615300655365,-0.8788791000843048
DiscreteSAC,5,early,74,74,0.09000000000000001,1.0,1.0,0.7406669855117798,-0.8679214715957642
DiscreteSAC,5,early,75,75,-0.5060427457094193,10.0,4.0,0.15717579424381256,-0.8751947999000549
DiscreteSAC,5,early,76,76,-0.4320582687854767,10.0,5.0,0.2293393611907959,-0.8803884148597717
DiscreteSAC,5,early,77,77,-0.01914926409721375,4.0,3.0,0.31414055824279785,-0.9229979813098907
DiscreteSAC,5,early,78,78,-0.4922689437866211,10.0,5.0,0.5943650603294373,-0.8876782596111298
DiscreteSAC,5,early,79,79,-0.5223079144954682,10.0,4.0,0.37682047486305237,-0.8907606124877929
DiscreteSAC,5,early,80,80,-0.3941614866256714,10.0,5.0,0.2828579246997833,-0.8954849660396575
DiscreteSAC,5,early,81,81,-0.585722041130066,10.0,4.0,0.5937640070915222,-0.9070796489715576
DiscreteSAC,5,early,82,82,-0.3163472056388855,10.0,5.0,0.9618907570838928,-0.9189720094203949
