seed,epoch,train_loss,validation_loss,validation_macro_auc,validation_micro_auc,validation_macro_f1,validation_micro_f1,epoch_seconds
25,1,1.232652454452784,1.1486483016078584,0.7280988048264139,0.7627431670259951,0.1568753804839739,0.18297634047319053,5965.727425200006
25,2,1.1834080785659222,1.106398835081106,0.7369853382601805,0.7251139517089376,0.1424946975805644,0.15745504177103176,5915.842733999991
25,3,1.1693170190521924,1.1174824505782963,0.7387886796122175,0.7104063073147545,0.15292249436507516,0.15491842722093727,5520.252385800006
