seed,epoch,train_loss,validation_loss
25,1,1.209035008366591,1.1197495204071666
25,2,1.1356073889662237,1.0913125047850054
25,3,1.1041130556974537,1.085149044214293
25,4,1.0881527687599457,1.071836106998976
25,5,1.0742488689477148,1.0735638224801352
