agent,mean_reward,reward_std,mean_selected_regions,mean_steps,mean_classification_loss
DQN,0.08030424335466073,0.0064512969306880705,2.017666666666667,2.6415,0.5378623755876907
DiscreteSAC,-0.2843926715063676,0.0078853120860314,3.0684166666666663,9.136166666666666,0.548154290448719
PPO,0.0015639116936176968,0.12558270415185754,1.6175,3.045916666666667,0.5549668739154003
