seed,epoch,train_loss,validation_loss
125,1,1.2042998907223246,1.1265798127928446
125,2,1.1297906565120797,1.0890184627022854
125,3,1.1053943968091915,1.078880890510803
125,4,1.0835248202669854,1.077028620381688
125,5,1.069281034317671,1.0647479912569358
